,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
1089,1090,"""벚꽃이 피였다가 거의 져가고 있다."""," ""벚꽃이 피었다가 거의 져가고 있다.""",0," ""피였다가"""," ""피었다가"""," ""벚꽃이 [피었다가] 거의 져가고 있다.""",2, '피다'는 자동사입니다. 따라서 목적어가 필요하지 않습니다. 그런데 '피이다'라는 말은 없습니다. 그러므로 '피이었다'도 있을 수 없습니다.
1090,1091,"""철수는 숙제를 하기커녕 전혀 신경도 쓰지 않았다."""," ""철수는 숙제를 하기는커녕 전혀 신경도 쓰지 않았다.""",0," ""하기커녕"""," ""하기는커녕"""," ""철수는 숙제를 [하기는커녕] 전혀 신경도 쓰지 않았다.""",4, '하기는커녕'은 하나의 단어입니다. 따라서 붙여 써야 합니다.
1091,1092,"""그는 연습을 시작하기커녕 저녁만 먹었다."""," ""그는 연습을 시작하기는커녕 저녁만 먹었다.""",0," ""하기커녕"""," ""하기는커녕"""," ""그는 연습을 시작[하기는커녕] 저녁만 먹었다.""",4, '하기는커녕'은 하나의 단어입니다. 따라서 붙여 써야 합니다.
1092,1093,"""그가 갖고 싶어 하던 말던 아무래도 아닌 것 같아."""," ""그가 갖고 싶어 하든 말든 아무래도 아닌 것 같아.""",0," ""하던 말던"""," ""하든 말든"""," ""그가 갖고 싶어 [하든 말든] 아무래도 아닌 것 같아.""",3,"올바른 표기는 ""하든 말든"" 입니다. ""하든 말든""은 선택이나 무관심을 나타내는 표현입니다. ""하든""은 동사 ""하다""에 선택을 나타내는 어미 ""-든""이 붙은 형태입니다."
1093,1094,"""그는 일을 열심히 하던 말든 무관심하다."""," ""그는 일을 열심히 하든 말든 무관심하다.""",0," ""하던"""," ""하든"""," ""그는 일을 열심히 [하든] 말든 무관심하다.""",3," '-던'은 과거에 일어난 일을 회상하여 말할 때 쓰는 어미입니다. 따라서 ""하던지 말던지""는 문법적으로 맞지 않습니다."
1094,1095,"""네가 공부를 하던지 말던지 그건 전적으로 네 선택이야."" ","""네가 공부를 하든지 말든지 그건 전적으로 네 선택이야."" ",0," ""하던지 말던지"""," ""하든지 말든지""","""네가 공부를 [하든지 말든지] 그건 전적으로 네 선택이야."" ",3,"올바른 표기는 ""하든지 말든지"" 입니다. ""하든지""에서 ""-든지""는 선택을 나타내는 표현으로, ""어느 쪽이든 상관없다""는 의미를 가집니다. 따라서 ""하든지 말든지""처럼 같은 구조로 반복해야 자연스럽습니다."
1095,1096,"""나는 사과 한움큼을 먹었어."""," ""나는 사과 한 움큼을 먹었어.""",2," ""한움큼"""," ""한 움큼"""," ""나는 사과 [한 움큼]을 먹었어.""",2, '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1096,1097,"""파스타면을 한움큼 집어 냄비에 넣었다."""," ""파스타면을 한 움큼 집어 냄비에 넣었다.""",2," ""한움큼"""," ""한 움큼"""," ""파스타면을 [한 움큼] 집어 냄비에 넣었다.""",2, '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1097,1098,"""장바구니에 귤을 한움큼 담았다."""," ""장바구니에 귤을 한 움큼 담았다.""",2," ""한움큼"""," ""한 움큼"""," ""장바구니에 귤을 [한 움큼] 담았다.""",2, '한 움큼'이 맞습니다. '움큼'은 손으로 한 줌 움켜쥘 만한 분량을 세는 단위입니다.
1098,1099,"""일이 잘 마무리되지 않아서 한시 바삐 복귀해야 한다."""," ""일이 잘 마무리되지 않아서 한시바삐 복귀해야 한다.""",2," ""한시 바삐"""," ""한시바삐"""," ""일이 잘 마무리되지 않아서 [한시바삐] 복귀해야 한다.""",3," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1099,1100,"""그는 한시 바삐 프로젝트를 완료하려고 노력하고 있다."""," ""그는 한시바삐 프로젝트를 완료하려고 노력하고 있다.""",2," ""한시 바삐"""," ""한시바삐"""," ""그는 [한시바삐] 프로젝트를 완료하려고 노력하고 있다""",3," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1100,1101,"""한시 바삐 모든 준비를 끝내고 싶다."""," ""한시바삐 모든 준비를 끝내고 싶다.""",2," ""한시 바삐"""," ""한시바삐"""," ""[한시바삐] 모든 준비를 끝내고 싶다.""",3," '한시'는 시간을 나타내는 명사이고, '바삐'는 부사입니다. 따라서 두 단어 사이에 다른 말이 들어갈 수 없습니다."
1101,1102,"""그 일을 마치고 할 거에요."""," ""그 일을 마치고 할 거예요.""",0," ""할 거에요"""," ""할 거예요"""," ""그 일을 마치고 [할 거예요].""",2, '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1102,1103,"""다음 주에 할 거에요."""," ""다음 주에 할 거예요.""",0," ""할 거에요"""," ""할 거예요"""," ""다음 주에 [할 거예요].""",2, '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1103,1104,"""영화 보고 나서 할 거에요."""," ""영화 보고 나서 할 거예요.""",0," ""할 거에요"""," ""할 거예요"""," ""영화 보고 나서 [할 거예요].""",2, '할 거이에요'의 준말이 '할 거예요'입니다. 서술격조사 어간 '이-'의 앞말에 받침이 없을 때는 줄여서 쓸 수 있습니다. 그런데 '거(의존명사)+이다(서술격조사)'로 만들어진 말은 하나의 동사이니까 붙여서 적습니다. 그래서 '할 거이에요' 또는 '할 거예요'로 적어야 합니다. 
1104,1105,"""그 일을 할 뻔 했다."""," ""그 일을 할 뻔했다.""",2," ""할 뻔 했다"""," ""할 뻔했다"""," ""그 일을 [할 뻔했다].""",2, '할 뻔하다'는 하나의 단어입니다. 따라서 붙여 써야 합니다.
1105,1106,"""그런 행동을 할 뻔 했다니 믿기지 않는다."""," ""그런 행동을 할 뻔했다니 믿기지 않는다.""",2," ""할 뻔 했다니"""," ""할 뻔했다니"""," ""그런 행동을 [할 뻔했다니] 믿기지 않는다.""",3, '할 뻔하다'는 하나의 단어입니다. 따라서 붙여 써야 합니다.
1106,1107,"""결정은 결국 그렇게 할 수 밖에 없었어."""," ""결정은 결국 그렇게 할 수밖에 없었어.""",2," ""할 수 밖에"""," ""할 수밖에"""," ""결정은 결국 그렇게 [할 수밖에] 없었어.""",3," 수'는 의존명사, '밖에'는 조사이므로 '수밖에'로 붙여 쓰는 것이 맞습니다."
1107,1108,"""그 일을 할 지 고민 중이다."""," ""그 일을 할지 고민 중이다.""",2," ""할 지"""," ""할지"""," ""그 일을 [할지] 고민 중이다.""",2,"올바른 표기는 ""할지"" 입니다. 의문을 나타내는 ""-지""는 붙여 써야 합니다. ""할지""는 어떤 일을 할까 말까 고민하는 상황에서 사용되는 의문 표현입니다. 이때 ""-지""는 보조적 연결 어미이므로 앞 단어와 붙여 써야 합니다."
1108,1109,"""무엇을 할 지 결정해야 한다."""," ""무엇을 할지 결정해야 한다.""",2," ""할 지"""," ""할지"""," ""무엇을 [할지] 결정해야 한다.""",2,"올바른 표기는 ""할지"" 입니다. 의문을 나타내는 ""-지""는 붙여 써야 합니다. ""할지""는 어떤 일을 할까 말까 고민하는 상황에서 사용되는 의문 표현입니다. 이때 ""-지""는 보조적 연결 어미이므로 앞 단어와 붙여 써야 합니다."
1109,1110,"""이 일이 성공할 지는 아무도 모른다."""," ""이 일이 성공할지는 아무도 모른다.""",2," ""할 지는"""," ""할지는"""," ""이 일이 성공[할지는] 아무도 모른다.""",2,"올바른 표기는 ""할지"" 입니다. 의문을 나타내는 ""-지""는 붙여 써야 합니다. ""할지""는 어떤 일을 할까 말까 고민하는 상황에서 사용되는 의문 표현입니다. 이때 ""-지""는 보조적 연결 어미이므로 앞 단어와 붙여 써야 합니다."
1110,1111,"""해 질녘에 산책하는 게 낙이야."""," ""해 질 녘에 산책하는 게 낙이야.""",2," ""해 질녘"""," ""해 질 녘"""," ""[해 질 녘]에 산책하는 게 낙이야.""",4,"해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1111,1112,"""우리는 해질 녘에 해변에 도착했어."""," ""우리는 해 질 녘에 해변에 도착했어.""",2," ""해질 녘"""," ""해 질 녘"""," ""우리는 [해 질 녘]에 해변에 도착했어.""",4,"해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1112,1113,"""해질녘의 풍경이 아름다워."""," ""해 질 녘의 풍경이 아름다워.""",2," ""해질녘"""," ""해 질 녘"""," ""[해 질 녘]의 풍경이 아름다워.""",4,"해(명사-체언), 질(관형사형 동사), 녘(의존명사)로 각각 모두 하나의 단어이기 때문에 각각 띄어써야 합니다."
1113,1114,"""문제가 해결된 대로 결과를 알리겠습니다."""," ""문제가 해결된대로 결과를 알리겠습니다.""",2," ""해결된 대로"""," ""해결된대로"""," ""문제가 [해결된대로] 결과를 알리겠습니다.""",4,되는대로'라는 말은 '아무렇게나 함부로' 또는 '사정이나 형편에 따라'라는 뜻의 부사이기 때문에 모두 붙여서 쓰게 돼 있습니다.
1114,1115,"""그녀가 뭐라고 했데?"""," ""그녀가 뭐라고 했대?""",0," ""했데"""," ""했대"""," ""그녀가 뭐라고 [했대]?""",4, 했데는 자신이 직접 경험한 것을 말할 때 사용하는 말이고 했대는 남의 말을 전달할 때 사용하는 말입니다.
1115,1116,"""그는 허구헌 날 게임만 해서 부모님께 잔소리를 들었다.""","""그는 허구한 날 게임만 해서 부모님께 잔소리를 들었다.""",0," ""허구헌"""," ""허구한""","""그는 [허구한] 날 게임만 해서 부모님께 잔소리를 들었다.""",3," '허구하다'는 형용사로 ""날, 세월 따위가 매우 오래다""라는 뜻입니다. 따라서 '허구한 날'은 맞는 표현이고, '허구헌 날'은 틀립니다."
1116,1117,"""허구헌 세월을 기다려도 그는 나타나지 않았다."""," ""허구한 세월을 기다려도 그는 나타나지 않았다.""",0," ""허구헌"""," ""허구한"""," ""[허구한] 세월을 기다려도 그는 나타나지 않았다.""",3," '허구하다'는 형용사로 ""날, 세월 따위가 매우 오래다""라는 뜻입니다. 따라서 '허구한 날'은 맞는 표현이고, '허구헌 날'은 틀립니다."
1117,1118,"""허구헌 날 비가 와서 우울했다."""," ""허구한 날 비가 와서 우울했다.""",0," ""허구헌"""," ""허구한"""," ""[허구한] 날 비가 와서 우울했다.""",3," '허구하다'는 형용사로 ""날, 세월 따위가 매우 오래다""라는 뜻입니다. 따라서 '허구한 날'은 맞는 표현이고, '허구헌 날'은 틀립니다."
1118,1119,"""마루가 너무 허드래 보여서 다시 깔아야겠어."""," ""마루가 너무 허드레 보여서 다시 깔아야겠어.""",0," ""허드래"""," ""허드레"""," ""마루가 너무 [허드레] 보여서 다시 깔아야겠어.""",4," '허드레'는 '아무렇게나 쓸 수 있는 허름한 물건'을 뜻하는 말입니다. 이 말은 '허드래'로 잘못 쓰는 경우가 많은데, 이것은 발음이 [허드래]로 나기 때문에 그렇게 생각하는 것 같습니다. "
1119,1120,"""허드래 옷은 이제 정리하자."""," ""허드레 옷은 이제 정리하자.""",0," ""허드래"""," ""허드레"""," ""[허드레] 옷은 이제 정리하자.""",4," '허드레'는 '아무렇게나 쓸 수 있는 허름한 물건'을 뜻하는 말입니다. 이 말은 '허드래'로 잘못 쓰는 경우가 많은데, 이것은 발음이 [허드래]로 나기 때문에 그렇게 생각하는 것 같습니다. "
1120,1121,"""이 가방은 너무 허드래서 크게 작용하지는 않아."""," ""이 가방은 너무 허드레서 크게 작용하지는 않아.""",0," ""허드래서"""," ""허드레서"""," ""이 가방은 너무 [허드레서] 크게 작용하지는 않아.""",4," '허드레'는 '아무렇게나 쓸 수 있는 허름한 물건'을 뜻하는 말입니다. 이 말은 '허드래'로 잘못 쓰는 경우가 많은데, 이것은 발음이 [허드래]로 나기 때문에 그렇게 생각하는 것 같습니다. "
1121,1122,"""강아지가 앞발로 흙을 마구 해집고 있었다.""","""강아지가 앞발로 흙을 마구 헤집고 있었다.""",0," ""해집고"""," ""헤집고""","""강아지가 앞발로 흙을 마구 [헤집고] 있었다.""",4,"올바른 표기는 ""헤집다"" 입니다. ""헤집다""는 물건이나 흙, 머리카락 등을 마구 뒤섞거나 흩뜨리는 행위를 뜻합니다. ""해집다""는 비표준어이며, 올바른 단어가 아닙니다."
1122,1123,"""그는 상대 선수를 한 방에 헤쳐버렸다.""","""그는 상대 선수를 한 방에 해쳐버렸다.""",1," ""헤쳐버렸다"""," ""해쳐버렸다""","""그는 상대 선수를 한 방에 [해쳐버렸다].""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1123,1124,"""그는 나의 평화를 헤치고 있었다."""," ""그는 나의 평화를 해치고 있었다.""",1," ""헤치고"""," ""해치고"""," ""그는 나의 평화를 [해치고] 있었다.""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1124,1125,"""그는 인파를 해치고 앞으로 나아갔다.""","""그는 인파를 헤치고 앞으로 나아갔다.""",1," ""해치고"""," ""헤치고""","""그는 인파를 [헤치고] 앞으로 나아갔다.""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1125,1126,"""그는 사람들을 해치고 나갔다."""," ""그는 사람들을 헤치고 나갔다.""",1," ""해치고"""," ""헤치고"""," ""그는 사람들을 [헤치고] 나갔다.""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1126,1127,"""그는 빽빽한 숲을 해치며 전진했다."""," ""그는 빽빽한 숲을 헤치며 전진했다.""",1," ""해치며"""," ""헤치며"""," ""그는 빽빽한 숲을 [헤치며] 전진했다.""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1127,1128,"""바람이 불어 머리를 해쳤다."""," ""바람이 불어 머리를 헤쳤다.""",1," ""해쳤다"""," ""헤쳤다"""," ""바람이 불어 머리를 [헤쳤다].""",4,헤치다: 가로막거나 덮여 있는 것을 벌리거나 뚫고 지나가다. / 해치다: 다치게 하거나 손해를 끼치다.
1128,1129,"""우리의 스케줄이 해깔려서 약속을 놓칠 뻔했어."""," ""우리의 스케줄이 헷갈려서 약속을 놓칠 뻔했어.""",0," ""해깔려서"""," ""헷갈려서"""," ""우리의 스케줄이 [헷갈려서] 약속을 놓칠 뻔했어.""",1, '해깔리다'라는 단어는 없습니다. '헷갈리다'가 표준어입니다.
1129,1130,"""매번 해깔려서 자료를 잘못 제출하잖아."""," ""매번 헷갈려서 자료를 잘못 제출하잖아.""",0," ""해깔려서"""," ""헷갈려서"""," ""매번 [헷갈려서] 자료를 잘못 제출하잖아.""",1, '해깔리다'라는 단어는 없습니다. '헷갈리다'가 표준어입니다.
